1021,Duration of light DIY,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1021,both_sexes,1021.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/nf4azfxeo1u50gq/1021.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1021.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/nf4azfxeo1u50gq/1021.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1070,Time spent watching television (TV),http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1070,both_sexes,1070.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/lrbtdmcr4nqfrph/1070.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1070.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/lrbtdmcr4nqfrph/1070.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1080,Time spent using computer,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1080,both_sexes,1080.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/vsfzxc4kgzph32u/1080.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1080.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/vsfzxc4kgzph32u/1080.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1090,Time spent driving,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1090,both_sexes,1090.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/llwout2bjddxmmi/1090.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1090.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/llwout2bjddxmmi/1090.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1100,Drive faster than motorway speed limit,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1100,both_sexes,1100.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/6rkm50f8zib90d2/1100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1100.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/6rkm50f8zib90d2/1100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1160,Sleep duration,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1160,both_sexes,1160.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/7tgjc9s68gp9d5a/1160.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1160.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/7tgjc9s68gp9d5a/1160.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1170,Getting up in morning,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1170,both_sexes,1170.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/0v2exws5j8z4yo7/1170.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1170.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/0v2exws5j8z4yo7/1170.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1180,Morning/evening person (chronotype),http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1180,both_sexes,1180.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/h6vnprrobkdia2d/1180.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1180.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/h6vnprrobkdia2d/1180.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1200,Sleeplessness / insomnia,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1200,both_sexes,1200.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/jeolythrs18jk9p/1200.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1200.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/jeolythrs18jk9p/1200.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1210,Snoring,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1210,both_sexes,1210.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/dvmbzveuc0htuj3/1210.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1210.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/dvmbzveuc0htuj3/1210.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1220,Daytime dozing / sleeping (narcolepsy),http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1220,both_sexes,1220.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/chtk02fbduvzv3r/1220.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1220.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/chtk02fbduvzv3r/1220.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1239,Current tobacco smoking,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1239,both_sexes,1239.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/nwqshg5soaayh03/1239.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1239.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/nwqshg5soaayh03/1239.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1249,Past tobacco smoking,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1249,both_sexes,1249.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://www.dropbox.com/s/29b2w1qc9erzlo4/1249.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1249.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/29b2w1qc9erzlo4/1249.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
